round,client_id,train_loss,train_accuracy,train_recall,train_f1,train_precision,val_loss,val_accuracy,val_recall,val_f1,val_precision
1,2903824627432856786,0.6323245634567921,0.7352401906857352,0.5913046623058842,0.6229461059030666,0.6778274793986677,0.3559158061091837,0.8712871287128713,0.849433491563009,0.8477893140128631,0.8723678534896045
1,13326664305776886267,0.635783143876847,0.7459677419354839,0.5974214259065297,0.6294230538810918,0.6851126717139673,0.34205268681245415,0.8877887788778878,0.882184235999273,0.8798130434418753,0.8775656482793481
1,106244281106753125,0.6341150140695689,0.7356068940227356,0.596651165939358,0.626416306646467,0.6785562941954432,0.3663284728107484,0.858085808580858,0.8010521695944931,0.8357015734607396,0.8913122728730366
1,4490121147532110908,0.6198571742074619,0.7495416208287495,0.5913284826935917,0.6246418231074132,0.6844716683831789,0.43040377680996533,0.8151815181518152,0.7635245948973818,0.7824070208640636,0.806105006105006
2,2903824627432856786,0.5660309353843331,0.7627429409607628,0.6496233393759897,0.6758679593025599,0.7154245731480856,0.38117467026275237,0.8481848184818482,0.8358395989974937,0.8139147573293916,0.8442635073476196
3,106244281106753125,0.48546587674990516,0.7983131646497983,0.7166618200160508,0.7341212151431825,0.757640975860571,0.3140974223466688,0.8811881188118812,0.8689581095596134,0.853556969346443,0.8568718339885387
3,2903824627432856786,0.47275651185677725,0.8030803080308031,0.7221861142291024,0.7436906213841135,0.7733216451165169,0.28002646178203194,0.9042904290429042,0.9013489946063316,0.8923508326389165,0.886932939369033
4,106244281106753125,0.44442246461019486,0.8184818481848185,0.742429667377495,0.7618063053092348,0.7879288670140943,0.2981471791434543,0.8844884488448845,0.8381321968515759,0.8685688751913171,0.9225600863509159
4,2903824627432856786,0.4617509780208583,0.8093142647598093,0.7346145444743817,0.7535913274650365,0.7811729056106866,0.28956102746489804,0.900990099009901,0.8493208828522921,0.8873541649931722,0.9557522123893806
5,2903824627432856786,0.458338523485706,0.8148148148148148,0.7326221499714684,0.7523563863604054,0.7781704476957642,0.256911945676333,0.9174917491749175,0.8981035538154142,0.9131711945049265,0.9300793330644077
5,106244281106753125,0.4665716644458451,0.8151815181518152,0.7317040311657955,0.75498230220396,0.7886615831027489,0.27588246531147315,0.8910891089108911,0.875749281036693,0.8845027221838816,0.8994732983485106
6,2903824627432856786,0.44624325132019316,0.823982398239824,0.738662089016711,0.7676217261894397,0.8077906765362961,0.274139378072792,0.9042904290429042,0.9020419712876663,0.8944156810255411,0.8881006188947632
6,106244281106753125,0.44149291334275015,0.8254492115878255,0.7423709284149131,0.7656102462801521,0.798176120106573,0.3276270281915602,0.8778877887788779,0.8823729831491169,0.8569868554095045,0.8378241840628172
7,2903824627432856786,0.4445696535828876,0.8250825082508251,0.7466790104492177,0.7717025474960476,0.8063477404808865,0.304066000163163,0.8646864686468647,0.8577694235588972,0.8348176456159129,0.8460793082886106
7,106244281106753125,0.4392549531190189,0.8272827282728272,0.7568033019568002,0.7808675466847258,0.8131218905362259,0.2652555098266978,0.8943894389438944,0.8855058152293176,0.8856695205379416,0.888747039544775
8,2903824627432856786,0.4102012938085829,0.8342500916758343,0.7652596150752523,0.788398952750915,0.8213329625942009,0.31184401578809084,0.9075907590759076,0.9121016827783746,0.8878973587069491,0.8760588114649028
8,106244281106753125,0.43381262982886865,0.8225155848918225,0.7453121813231153,0.7678516258413017,0.7973425587789613,0.252536551279359,0.9108910891089109,0.8913239319496898,0.9019532638963798,0.9200982305490503
9,2903824627432856786,0.41178837390357076,0.8335166850018335,0.7658131314418464,0.7851105350338964,0.8103368392497877,0.22063388173027257,0.9108910891089109,0.9111170784103115,0.9008111604322729,0.896866676717423
9,106244281106753125,0.42873263326978794,0.8261826182618262,0.7562592323158862,0.7768071249533134,0.8044954799247641,0.2812332736426278,0.9042904290429042,0.909404848526847,0.898834627571741,0.8890345765345765
