round,client_id,train_loss,train_accuracy,train_recall,train_f1,train_precision,val_loss,val_accuracy,val_recall,val_f1,val_precision
5,5083975980239802565,0.45059196711203786,0.8133480014668133,0.7333741116229406,0.7565720592992591,0.7868813469278302,0.3962981689990939,0.834983498349835,0.7720395458692814,0.7978511934218248,0.844934210991752
5,16140670867182233473,0.4888327280960737,0.8031524926686217,0.7259593719036355,0.744541343194232,0.7713312425537806,0.28637398401961517,0.900990099009901,0.8918322575736441,0.8918322575736441,0.8918322575736441
5,4773069015789621456,0.4459468215114036,0.8265493215988265,0.7579179767022152,0.7779963070090181,0.806511071204458,0.30417932084712546,0.8646864686468647,0.8091311227377199,0.8421300760741456,0.9181678163233897
5,13811638901384626119,0.4532146345922325,0.8195819581958196,0.741622320007956,0.7655024745348923,0.7975033762944266,0.2884766663130569,0.8910891089108911,0.871374865735768,0.8745526903734339,0.8979878392778788
6,13811638901384626119,0.46044197912762197,0.8265493215988265,0.7473471615739001,0.7740748447160803,0.8137045454232004,0.4198968282557632,0.8052805280528053,0.8664402942840974,0.8092007208416745,0.7823172300252098
6,4773069015789621456,0.45791193945169495,0.815914924825816,0.7393563501592236,0.7601748689372497,0.7931523433121547,0.2425914702838973,0.9108910891089109,0.8866463393506808,0.8963469962585079,0.9086228965322874
6,5083975980239802565,0.4427680059928786,0.8181151448478181,0.7381940597991642,0.7593231826930195,0.7893470369718977,0.44174539738359225,0.8217821782178217,0.737387824399709,0.7774966261808367,0.8673243870639489
6,16140670867182233473,0.45772208661780506,0.8203812316715543,0.7467783369074917,0.7662422923987292,0.7938069993228427,0.4072834289093551,0.8184818481848185,0.8699789075015746,0.8279534714649218,0.8104783274052448
7,13811638901384626119,0.439546507292139,0.8214154748808215,0.7507063005712332,0.7701642183201168,0.7966790033616599,0.2904026996785481,0.8811881188118812,0.841109109178476,0.8665009805910597,0.9319639519130182
7,4773069015789621456,0.4519160689125138,0.8236156949028236,0.7511187313478347,0.7732768844510395,0.8043372797377123,0.2703807825516713,0.9042904290429042,0.8751891248859476,0.8887177474269091,0.9077940860623374
7,5083975980239802565,0.4448518494514153,0.8203153648698203,0.7426607416071253,0.7628811237219334,0.791624030248271,0.3567385463362658,0.8481848184818482,0.8013206980585103,0.8170083792008866,0.8439925770916413
8,4773069015789621456,0.4171071026537054,0.8404840484048405,0.7770982494101092,0.7970639928337073,0.8240772580269647,0.24494478204532674,0.9042904290429042,0.8698185556056038,0.8902191843910597,0.9195618153364632
8,13811638901384626119,0.4266319721145146,0.8261826182618262,0.7494048139663173,0.7697438165447151,0.7986415275086544,0.2741550435434635,0.8877887788778878,0.8686780314842406,0.876762023217247,0.895906034975651
8,5083975980239802565,0.41238451856147507,0.843050971763843,0.7728933814313943,0.795787009582634,0.8258147084444066,0.41705479771879156,0.8250825082508251,0.8125873439358765,0.8121636418890562,0.8171385671385671
9,5083975980239802565,0.4118269245383327,0.8401173450678401,0.7667125695190377,0.7903617277179982,0.8236029756055401,0.3691915739082584,0.8415841584158416,0.7828037836526801,0.8082192221150756,0.8705637157602223
9,13811638901384626119,0.4262426126655464,0.8302163549688302,0.7505980566488711,0.7741157029575086,0.8067231944625238,0.3274910640902817,0.8712871287128713,0.827951214441634,0.8406439821534161,0.9029466300854958
9,4773069015789621456,0.4372633059674333,0.834983498349835,0.7630054067430928,0.7813883170793097,0.8073509692748914,0.2728806283986686,0.8910891089108911,0.8495894113163093,0.8774804050808833,0.9216453624578329
10,13811638901384626119,0.44573526895028753,0.8298496516318299,0.7532455049517105,0.7779664514445302,0.8114952986830506,0.254136685232975,0.900990099009901,0.872795467932504,0.8932978506611046,0.9309734416274814
10,4773069015789621456,0.4315861519863092,0.8342500916758343,0.7545914666496342,0.7807380190313237,0.818184749569316,0.23423874206644923,0.9174917491749175,0.8846771306145548,0.9038933964094334,0.93005316890044
10,5083975980239802565,0.4129644409265872,0.8492849284928493,0.7803399104822786,0.8008650460474297,0.829453801392067,0.35580190246630655,0.8448844884488449,0.7922571405472206,0.8186924992732615,0.8521130610682851
11,13811638901384626119,0.3810594213110479,0.8434176751008434,0.7785777393174813,0.8004220374818586,0.8288441611975733,0.23483956524317987,0.900990099009901,0.8825404525137729,0.8957938725494389,0.9117503099389782
11,4773069015789621456,0.40072128487733133,0.8441510817748441,0.773958551217029,0.7987721973763962,0.8306793198165936,0.2791363808669542,0.8976897689768977,0.8989437880415324,0.8830121702972432,0.8774957449594134
11,5083975980239802565,0.3994969305646527,0.8456178951228456,0.7674917048027322,0.7933265982956175,0.8282360483538963,0.34297423328174964,0.858085808580858,0.8191561853943615,0.8335393027000711,0.8653785124920663
12,4773069015789621456,0.3916859510129378,0.843050971763843,0.7706830100236073,0.7952153520198076,0.8285083296619139,0.2545237860299255,0.9174917491749175,0.9279448621553885,0.906660191724591,0.8904179926963659
12,5083975980239802565,0.4010536321540414,0.8496516318298496,0.7804926294976484,0.8031551582383071,0.8343704705831992,0.39917279585068555,0.8481848184818482,0.8379185290414978,0.8367909104893553,0.8449992350701571
12,13811638901384626119,0.40223135287898026,0.8423175650898423,0.7756686899082744,0.7944399542337739,0.8207777932399836,0.29117120076951225,0.8646864686468647,0.82992042317776,0.8269454002015778,0.8679158818477705
13,4773069015789621456,0.3934443546609292,0.8481848184818482,0.7789082489124292,0.8027316712154066,0.8357669121201647,0.2754652685436763,0.9108910891089109,0.9208620629915804,0.9011590559977657,0.8841113566851964
13,5083975980239802565,0.3993645362201614,0.8588192152548588,0.7884337232296664,0.8139114469667804,0.8477230830172008,0.36979552832321805,0.8712871287128713,0.815910744603444,0.8430555555555556,0.8876833468787492
13,13811638901384626119,0.39202629666006644,0.8496516318298496,0.7810423671739705,0.8035741080577901,0.8331229356440343,0.24955827146033316,0.8943894389438944,0.9043028077105205,0.8847926267281107,0.8679257919764249
14,5083975980239802565,0.37095343458085234,0.8595526219288595,0.7899359699103533,0.8131086203653064,0.8457729374112866,0.36139430688375507,0.8679867986798679,0.8132139103519167,0.8421008473865257,0.8811670737963787
14,4773069015789621456,0.3946543476330779,0.847084708470847,0.7817427217976478,0.8025269161489961,0.8301293231254242,0.21576483517664632,0.9240924092409241,0.8880784911587725,0.9098150422941232,0.940923317683881
14,13811638901384626119,0.4078797079346899,0.8408507517418409,0.7675677452260995,0.7905324721891915,0.8232499381884821,0.26598076698505074,0.8910891089108911,0.878434565676865,0.8646616541353382,0.8626335025550528
15,5083975980239802565,0.38118692766465356,0.8492849284928493,0.7839703946662203,0.8059399018798098,0.8364821070895593,0.38052708872495905,0.8613861386138614,0.8554623886906206,0.8460645389108555,0.847466532077907
15,13811638901384626119,0.38718696213341003,0.8478181151448478,0.7829357517573232,0.8053068805128548,0.8349337115814057,0.2311493910873603,0.9306930693069307,0.9059024288832681,0.9221876495288175,0.9427350427350428
15,4773069015789621456,0.38927013131884086,0.8503850385038504,0.7862323731018023,0.8061969241315495,0.8320876114842507,0.23582818312570453,0.8976897689768977,0.8969514800826951,0.8907040783647467,0.8847413201363978
16,4773069015789621456,0.38404424952430505,0.8489182251558489,0.7789903828169614,0.8022100176026726,0.8326479552069186,0.20331305179953282,0.9075907590759076,0.8768898051580565,0.8945332145815287,0.917989417989418
16,13811638901384626119,0.38494384435416523,0.8463513017968464,0.7740617652726186,0.7954079864416285,0.8232813144441685,0.2627598777609436,0.8679867986798679,0.8235652495293534,0.8361439642169866,0.9015048377429574
16,5083975980239802565,0.373783724231965,0.8555188852218555,0.7997773674376325,0.819423122514953,0.8458230193321677,0.32986756336360584,0.8844884488448845,0.8488733354122634,0.8599839862034985,0.8851869833178245
17,5083975980239802565,0.37083358465624927,0.8555188852218555,0.7852668514043638,0.8097750114990224,0.8425842139571312,0.3266580913087206,0.8976897689768977,0.8869033182033425,0.8865932642487047,0.8884985452136087
17,4773069015789621456,0.38260909196566667,0.8489182251558489,0.7838176756508505,0.804875177071786,0.8329823386591945,0.23165249020645493,0.9306930693069307,0.9022209902636776,0.9240144537438141,0.9497253007483186
17,13811638901384626119,0.39017455871232315,0.8437843784378438,0.773805832201659,0.7958914139057264,0.8235381336298767,0.21960730958533914,0.9141914191419142,0.8839726043218645,0.9044081298397751,0.9338028169014084
18,5083975980239802565,0.3686842029201429,0.8536853685368537,0.7817145097118035,0.8060432520086072,0.8381519137816368,0.3222147482508597,0.8712871287128713,0.8337115831052285,0.8510860817497449,0.8714374440447048
18,4773069015789621456,0.3945006514237811,0.8547854785478548,0.7847781674815165,0.8062628417571246,0.8346169750272926,0.20283383945934474,0.933993399339934,0.9092922398161302,0.9215281703410589,0.9355782892867293
18,13811638901384626119,0.3878398120985025,0.8478181151448478,0.7747299163973013,0.7980545293394633,0.8302078206472819,0.23113459121362356,0.9174917491749175,0.8856732845939734,0.9073042387983078,0.9392294559726843
19,13811638901384626119,0.37581357219095324,0.858085808580858,0.7931101863933215,0.8139038145888967,0.8401329302812734,0.20877301186249642,0.9240924092409241,0.9051863529792222,0.9169973619747503,0.9305626598465473
19,5083975980239802565,0.38052377339928406,0.8573524019068574,0.7978839828542797,0.8209599796619059,0.8506580745022405,0.34811179773532785,0.8679867986798679,0.80983564903041,0.8381195984962989,0.9007789057013343
19,4773069015789621456,0.3828025969106204,0.8551521818848552,0.7841292071627555,0.8053995663077941,0.8336743536192938,0.2357502030760148,0.9207920792079208,0.88100724160632,0.91178151987762,0.9547499476878007
20,4773069015789621456,0.37751445907411846,0.8562522918958563,0.7884870068797186,0.8101431043036507,0.8388528832998396,0.23055694242449185,0.9075907590759076,0.9111055287989559,0.9026034637876744,0.894728620990151
20,5083975980239802565,0.37054344822476476,0.8602860286028603,0.8012073523852243,0.8212449847188407,0.8469907898410702,0.30049484852535996,0.8778877887788779,0.8183159511682433,0.8504106155877285,0.8964833757093591
20,13811638901384626119,0.3915079705501822,0.8525852585258525,0.7884886835019761,0.8083816444697259,0.835115662767277,0.19739434706034922,0.9273927392739274,0.9078831872307497,0.9228757357112535,0.9445468509984639
