round,client_id,train_loss,train_accuracy,train_recall,train_f1,train_precision,val_loss,val_accuracy,val_recall,val_f1,val_precision
1,5083975980239802565,0.6271865717586009,0.7407407407407407,0.5984171157944271,0.6302774496703493,0.6847649651876572,0.460192421353177,0.8151815181518152,0.7457237563955973,0.771830605520445,0.8307171499160657
1,16140670867182233473,0.6627877900787271,0.7232404692082112,0.5640794391376028,0.600770832712795,0.6776178265968794,0.437508621743243,0.7953795379537953,0.6542542174429468,0.6702466199667318,0.9082468946087846
1,4773069015789621456,0.6391885877802662,0.720938760542721,0.5730138708720617,0.5981743793712702,0.6411376330397826,0.3767079859726915,0.8217821782178217,0.7648470253975953,0.7748588829471182,0.9000248385494287
1,13811638901384626119,0.6550387626901663,0.7213054638797213,0.5616108495328782,0.5922666120915124,0.6518681114830763,0.37562158664590434,0.8679867986798679,0.8531033805712438,0.8570435703343247,0.868120375454284
2,16140670867182233473,0.5631101628071752,0.7661290322580645,0.6350057187198931,0.6689628683772749,0.7265166737535792,0.3318752439594583,0.8745874587458746,0.8554487545281241,0.8567283928218651,0.859903381642512
2,13811638901384626119,0.5899980245185388,0.7528419508617529,0.6228807363143054,0.6572082823736644,0.7173362480432299,0.44818786619917345,0.801980198019802,0.865735767991407,0.8155073611121199,0.7888704742478327
2,5083975980239802565,0.5360304913333347,0.7792445911257793,0.6800369103014732,0.705459138104967,0.7443811820551697,0.5335570358377146,0.768976897689769,0.6564712472425304,0.6775608375778154,0.8688536953242836
2,4773069015789621456,0.5608615519429756,0.766043270993766,0.6419788751176673,0.6749419640907601,0.7335771464104273,0.3105699843481967,0.8910891089108911,0.8650081424760057,0.8748079251257218,0.9064891465270972
3,4773069015789621456,0.49484555985330664,0.801980198019802,0.714266526093899,0.7367684317694442,0.7690394967686891,0.28925954089745093,0.9042904290429042,0.8922969867063973,0.8862956243308888,0.8848140251125326
3,5083975980239802565,0.4843069777777555,0.8096809680968097,0.7244656068483483,0.7485818526022991,0.7827722543195259,0.42210169621792276,0.8283828382838284,0.7505341695251954,0.788985031859141,0.8511809923130679
3,13811638901384626119,0.503136612485843,0.7898789878987899,0.6848610626137258,0.7087365038696672,0.7446661917556557,0.32466714964003157,0.858085808580858,0.8829100400771513,0.8650566142284832,0.8525284900284901
3,16140670867182233473,0.4890025856568754,0.7994868035190615,0.7215236161606121,0.7378017242357985,0.7613673878276527,0.33117822420440224,0.8646864686468647,0.7588079145479062,0.8144117123366499,0.9158794421952318
4,4773069015789621456,0.47451269357052805,0.8137147048038137,0.7203677316154949,0.7432954557291979,0.7745075936757062,0.28140770746885163,0.8976897689768977,0.8852141875425893,0.8805857255893118,0.8767600910011035
4,16140670867182233473,0.49355295624398243,0.8020527859237536,0.7205271502623013,0.7407738761491051,0.7681415677074583,0.3258278322847266,0.8811881188118812,0.872233987243054,0.8621690287679723,0.8533728732326864
4,13811638901384626119,0.4589006969503119,0.817015034836817,0.7455466087972603,0.7643497671251821,0.78882891275583,0.2869584843222248,0.8976897689768977,0.8791506415809108,0.884738743203869,0.897952780610244
4,5083975980239802565,0.46720286111874487,0.8137147048038137,0.7303888090674878,0.7520656048695452,0.7806793553672559,0.4387492069876508,0.8151815181518152,0.7659067022394696,0.7878410389090066,0.8280342282932956
