round,client_id,train_loss,train_accuracy,train_recall,train_f1,train_precision,val_loss,val_accuracy,val_recall,val_f1,val_precision
21,9189040892612642589,0.365783683675385,0.8548387096774194,0.7960730935509913,0.8139648312652361,0.8362919180484178,0.24415219715362918,0.8976897689768977,0.8971096091336014,0.8963908065837803,0.8970745668654825
22,1624963195177073546,0.3703334275405216,0.8566189952328567,0.7937361772158894,0.8113860439742764,0.8338242963133785,0.20888494325213527,0.9207920792079208,0.9071671113267038,0.8987783205218428,0.8973512735888974
22,9189040892612642589,0.3691317524691488,0.8563049853372434,0.7924117986683225,0.8120355719833308,0.8357390570812635,0.24979137759625078,0.8910891089108911,0.9041707351094992,0.8712306775441768,0.8448738593666131
23,1624963195177073546,0.3803201389858838,0.8522185551888523,0.7848314511315687,0.8051836411585493,0.8317295009635943,0.20874722755520211,0.9438943894389439,0.9341874270930783,0.9395420253187764,0.9458400952071838
23,9189040892612642589,0.3830081482880129,0.8574046920821115,0.794423324871531,0.814240659761337,0.8395567931245749,0.28157531466307484,0.8943894389438944,0.8819580939820861,0.8875411799940102,0.89558599695586
24,1624963195177073546,0.36310886126694397,0.861019435276861,0.7970806268978912,0.8180975471170905,0.8445912572903144,0.19949460036878008,0.9240924092409241,0.9061825069586408,0.9199575584454779,0.9393751566926439
24,9189040892612642589,0.3864907324331187,0.8548387096774194,0.7859779110826057,0.8088091209709484,0.8380395476057565,0.19033499651413877,0.9141914191419142,0.9014802791480152,0.9040873854827343,0.9068332901666235
25,1624963195177073546,0.349480075426427,0.8657865786578658,0.8057715802133668,0.822739989388522,0.8454769385987642,0.20048973854251304,0.9273927392739274,0.9068870332513311,0.9198539019785086,0.9350868802805675
25,9189040892612642589,0.3249676239871923,0.8790322580645161,0.8275356579102947,0.8439770424331919,0.8644355529210301,0.226989994885547,0.9042904290429042,0.893389889972398,0.8749880182123172,0.8611805294048285
26,9189040892612642589,0.3792120621789211,0.8592375366568915,0.7930591694711318,0.8154484934752736,0.8439512038263787,0.20699144891190563,0.9108910891089109,0.903340138728617,0.902042806414391,0.9007787067024847
26,1624963195177073546,0.34956002807537573,0.8665199853318665,0.8100339359781631,0.8296027823509443,0.8534503818465683,0.19308527531469927,0.9372937293729373,0.9146743587078294,0.9335463819334787,0.9559449131155815
27,1624963195177073546,0.3485156416687657,0.8723872387238724,0.8128096699008002,0.8360580570745855,0.8644313169657557,0.21959437676751373,0.9042904290429042,0.8761852788653662,0.8931313467685946,0.9199020133803244
27,9189040892612642589,0.3592324320903209,0.8618035190615836,0.8018304395060308,0.8184310483469973,0.8395865838430606,0.22299529376438218,0.9075907590759076,0.9153763890826242,0.8774162147128356,0.8507143189538834
28,9189040892612642589,0.3625017404969361,0.8618035190615836,0.8019941627736187,0.8224360406900043,0.8481090175300209,0.21309819361072427,0.9174917491749175,0.9166317942995303,0.89853363690573,0.8855521572700867
28,1624963195177073546,0.32994140925935994,0.8742207554088742,0.810887647785846,0.8306348377012033,0.8547911383690088,0.19296867112241575,0.9405940594059405,0.924430892900454,0.933296801777621,0.9428689883913765
29,1624963195177073546,0.35279264180694675,0.865053171983865,0.8032271332432385,0.8229504333865484,0.849181499182805,0.24809766911877026,0.9240924092409241,0.9293539147407689,0.9249762340555342,0.9248533724340176
29,9189040892612642589,0.347622048336114,0.8702346041055719,0.8127214286412948,0.8303819580185455,0.8519200524687,0.23619303623471702,0.8976897689768977,0.8223052114110839,0.8601091177994772,0.9128129671150971
30,1624963195177073546,0.3341444034574559,0.8786211954528786,0.8179198567149927,0.8396001675491144,0.8661818480627798,0.19397872312708242,0.9273927392739274,0.9085761639120844,0.9225897240825964,0.9383333333333334
30,9189040892612642589,0.3200185632658465,0.8775659824046921,0.8268034594845215,0.846092413946482,0.8698119564800432,0.1929516479040582,0.9273927392739274,0.914545792701742,0.9172891707775429,0.9201761201761203
31,9189040892612642589,0.3331439894579844,0.875366568914956,0.8227740459212974,0.8396468008416864,0.8601786822602575,0.1861575063981275,0.9273927392739274,0.9077108087430309,0.9158680701019412,0.9253849975161451
31,1624963195177073546,0.35734447031493555,0.8617528419508618,0.8071265631912136,0.8243159187258566,0.8465891268160627,0.19661881134992368,0.9372937293729373,0.9046261968284767,0.9259754582168375,0.9509803921568628
32,1624963195177073546,0.3495470357241513,0.865053171983865,0.8004556034566305,0.822778021690432,0.8506713622715155,0.18481296384063745,0.9504950495049505,0.937588787637296,0.9463428028616381,0.9558302321460216
32,9189040892612642589,0.33278010354501597,0.8812316715542522,0.8284718225705688,0.8489179896272739,0.8741102810460178,0.19102395449207457,0.9207920792079208,0.8841666772340506,0.9076610857432774,0.9351543583535108
33,1624963195177073546,0.35437176384108926,0.8709204253758709,0.8018799203688144,0.8215213533889822,0.8459890727792944,0.17626488939200308,0.9405940594059405,0.924430892900454,0.9365838494149822,0.9497944069606307
33,9189040892612642589,0.33186074332806076,0.8771994134897361,0.8212477575425122,0.8376514617084853,0.8578898815003807,0.32914218824015207,0.8679867986798679,0.9104308533796607,0.8741118749698232,0.8589520258614836
